Roaming Scheme ID,Allow Roaming,Roaming Scheme Name,Roaming SGSN ID,SGSN Number,Number Type,Local SGSN,Description
14,No,14,335,24912,Number prefix,No,
14,No,14,339,24996,Number prefix,No,
14,No,14,340,2501,Number prefix,No,
14,No,14,341,2502,Number prefix,No,
14,No,14,342,2503,Number prefix,No,
14,No,14,343,2504,Number prefix,No,
14,No,14,344,2505,Number prefix,No,
14,No,14,345,2506,Number prefix,No,
14,No,14,346,25070,Number prefix,No,
14,No,14,347,25071,Number prefix,No,
14,No,14,350,25074,Number prefix,No,
14,No,14,351,25075,Number prefix,No,
14,No,14,352,25076,Number prefix,No,
14,No,14,353,25077,Number prefix,No,
14,No,14,354,25078,Number prefix,No,
14,No,14,355,25079,Number prefix,No,
14,No,14,356,2508,Number prefix,No,
14,No,14,357,2509,Number prefix,No,
14,No,14,360,25261,Number prefix,No,
14,No,14,361,25267,Number prefix,No,
14,No,14,362,25269,Number prefix,No,
14,No,14,363,25290,Number prefix,No,
14,No,14,368,2550,Number prefix,No,
14,No,14,369,25507,Number prefix,No,
14,No,14,370,2551,Number prefix,No,
14,No,14,371,2552,Number prefix,No,
14,No,14,372,2553,Number prefix,No,
14,No,14,373,2554,Number prefix,No,
14,No,14,374,2555,Number prefix,No,
14,No,14,375,2556,Number prefix,No,
14,No,14,376,25562,Number prefix,No,
14,No,14,377,25570,Number prefix,No,
14,No,14,378,25571,Number prefix,No,
14,No,14,379,25572,Number prefix,No,
14,No,14,380,25573,Number prefix,No,
14,No,14,381,25574,Number prefix,No,
14,No,14,382,25575,Number prefix,No,
14,No,14,383,25576,Number prefix,No,
14,No,14,384,25577,Number prefix,No,
14,No,14,386,25579,Number prefix,No,
14,No,14,387,2558,Number prefix,No,
14,No,14,388,2559,Number prefix,No,
14,No,14,389,2560,Number prefix,No,
14,No,14,390,2561,Number prefix,No,
14,No,14,391,2562,Number prefix,No,
14,No,14,392,2563,Number prefix,No,
14,No,14,393,2564,Number prefix,No,
14,No,14,394,2565,Number prefix,No,
14,No,14,395,2566,Number prefix,No,
14,No,14,396,25670,Number prefix,No,
14,No,14,397,25671,Number prefix,No,
14,No,14,398,25672,Number prefix,No,
14,No,14,399,25673,Number prefix,No,
14,No,14,400,25674,Number prefix,No,
14,No,14,402,25676,Number prefix,No,
14,No,14,403,25677,Number prefix,No,
14,No,14,404,25678,Number prefix,No,
14,No,14,405,25679,Number prefix,No,
14,No,14,406,2568,Number prefix,No,
14,No,14,407,2569,Number prefix,No,
14,No,14,411,25778,Number prefix,No,
14,No,14,413,2579,Number prefix,No,
14,No,14,418,2600,Number prefix,No,
14,No,14,419,2601,Number prefix,No,
14,No,14,420,2602,Number prefix,No,
14,No,14,421,2603,Number prefix,No,
14,No,14,422,2604,Number prefix,No,
14,No,14,423,2605,Number prefix,No,
14,No,14,424,2606,Number prefix,No,
14,No,14,425,2607,Number prefix,No,
14,No,14,426,2608,Number prefix,No,
14,No,14,427,26090,Number prefix,No,
14,No,14,428,26091,Number prefix,No,
14,No,14,429,26092,Number prefix,No,
14,No,14,430,26093,Number prefix,No,
14,No,14,431,26094,Number prefix,No,
14,No,14,432,26095,Number prefix,No,
14,No,14,433,26096,Number prefix,No,
14,No,14,435,26098,Number prefix,No,
14,No,14,436,26099,Number prefix,No,
14,No,14,437,2610,Number prefix,No,
14,No,14,438,2611,Number prefix,No,
14,No,14,439,2612,Number prefix,No,
14,No,14,440,26130,Number prefix,No,
14,No,14,441,26131,Number prefix,No,
14,No,14,442,26132,Number prefix,No,
14,No,14,444,26134,Number prefix,No,
14,No,14,445,26135,Number prefix,No,
14,No,14,446,26136,Number prefix,No,
14,No,14,447,26137,Number prefix,No,
14,No,14,448,26138,Number prefix,No,
14,No,14,449,26139,Number prefix,No,
14,No,14,450,2614,Number prefix,No,
14,No,14,451,2615,Number prefix,No,
14,No,14,452,2616,Number prefix,No,
14,No,14,453,2617,Number prefix,No,
14,No,14,454,2618,Number prefix,No,
14,No,14,455,2619,Number prefix,No,
14,No,14,456,2626920,Number prefix,No,
14,No,14,457,26269200,Number prefix,No,
14,No,14,459,26311,Number prefix,No,
14,No,14,460,26323,Number prefix,No,
14,No,14,461,26371,Number prefix,No,
14,No,14,466,2650,Number prefix,No,
14,No,14,467,2651,Number prefix,No,
14,No,14,468,2652,Number prefix,No,
14,No,14,469,2653,Number prefix,No,
14,No,14,470,2654,Number prefix,No,
14,No,14,471,2655,Number prefix,No,
14,No,14,472,2656,Number prefix,No,
14,No,14,473,2657,Number prefix,No,
14,No,14,474,2658,Number prefix,No,
14,No,14,475,26590,Number prefix,No,
14,No,14,476,26591,Number prefix,No,
14,No,14,477,26592,Number prefix,No,
14,No,14,478,26593,Number prefix,No,
14,No,14,479,26594,Number prefix,No,
14,No,14,480,26595,Number prefix,No,
14,No,14,481,26596,Number prefix,No,
14,No,14,482,26597,Number prefix,No,
14,No,14,483,26598,Number prefix,No,
14,No,14,486,2666,Number prefix,No,
14,No,14,491,2693,Number prefix,No,
14,No,14,499,30699,Number prefix,No,
14,No,14,502,3097,Number prefix,No,
14,No,14,504,31626,Number prefix,No,
14,No,14,512,3364162,Number prefix,No,
14,No,14,520,3460647,Number prefix,No,
14,No,14,533,35193,Number prefix,No,
14,No,14,541,354611,Number prefix,No,
14,No,14,543,35469,Number prefix,No,
14,No,14,544,35482,Number prefix,No,
14,No,14,545,35489,Number prefix,No,
14,No,14,550,35697,Number prefix,No,
14,No,14,561,3630,Number prefix,No,
14,No,14,569,37250,Number prefix,No,
14,No,14,570,37255,Number prefix,No,
14,No,14,571,37256,Number prefix,No,
14,No,14,575,375296,Number prefix,No,
14,No,14,579,38068,Number prefix,No,
14,No,14,580,38163,Number prefix,No,
14,No,14,581,38167,Number prefix,No,
14,No,14,582,38267,Number prefix,No,
14,No,14,585,38598,Number prefix,No,
14,No,14,586,38640,Number prefix,No,
14,No,14,587,38641,Number prefix,No,
14,No,14,589,38765,Number prefix,No,
14,No,14,596,39380,Number prefix,No,
14,No,14,1136,883130,Number prefix,No,
14,No,14,1134,30697,Number prefix,No,
14,No,14,1135,124289,Number prefix,No,
14,No,14,11,124625,Number prefix,No,
14,No,14,37,14415,Number prefix,No,
14,No,14,611,421905,Number prefix,No,
14,No,14,618,43699,Number prefix,No,
14,No,14,650,4526,Number prefix,No,
14,No,14,659,4673130,Number prefix,No,
14,No,14,664,46737,Number prefix,No,
14,No,14,670,48601,Number prefix,No,
14,No,14,676,4915890,Number prefix,No,
14,No,14,686,50585,Number prefix,No,
14,No,14,687,506300,Number prefix,No,
14,No,14,690,5119815,Number prefix,No,
14,No,14,691,51198150,Number prefix,No,
14,No,14,708,55101,Number prefix,No,
14,No,14,711,55319,Number prefix,No,
14,No,14,712,56920,Number prefix,No,
14,No,14,714,57316,Number prefix,No,
14,No,14,716,59035,Number prefix,No,
14,No,14,718,59394,Number prefix,No,
14,No,14,720,59894,Number prefix,No,
14,No,14,739,6422,Number prefix,No,
14,No,14,741,65902,Number prefix,No,
14,No,14,748,6685369,Number prefix,No,
14,No,14,753,67073,Number prefix,No,
14,No,14,755,67784,Number prefix,No,
14,No,14,763,7865,Number prefix,No,
14,No,14,767,79037,Number prefix,No,
14,No,14,768,790875,Number prefix,No,
14,No,14,780,8419922,Number prefix,No,
14,No,14,781,8490,Number prefix,No,
14,No,14,793,85368989,Number prefix,No,
14,No,14,794,85511,Number prefix,No,
14,No,14,795,85516,Number prefix,No,
14,No,14,804,87077,Number prefix,No,
14,No,14,807,88018,Number prefix,No,
14,No,14,812,886932,Number prefix,No,
14,No,14,823,910,Number prefix,No,
14,No,14,824,911,Number prefix,No,
14,No,14,825,912,Number prefix,No,
14,No,14,826,913,Number prefix,No,
14,No,14,827,914,Number prefix,No,
14,No,14,828,915,Number prefix,No,
14,No,14,829,916,Number prefix,No,
14,No,14,830,917,Number prefix,No,
14,No,14,831,918,Number prefix,No,
14,No,14,832,918091,Number prefix,No,
14,No,14,833,918092,Number prefix,No,
14,No,14,834,9190,Number prefix,No,
14,No,14,835,919026,Number prefix,No,
14,No,14,836,919028,Number prefix,No,
14,No,14,837,919029,Number prefix,No,
14,No,14,838,919030,Number prefix,No,
14,No,14,839,919031,Number prefix,No,
14,No,14,840,919033,Number prefix,No,
14,No,14,841,919034,Number prefix,No,
14,No,14,842,919036,Number prefix,No,
14,No,14,843,919037,Number prefix,No,
14,No,14,844,919038,Number prefix,No,
14,No,14,845,919039,Number prefix,No,
14,No,14,846,919040,Number prefix,No,
14,No,14,847,919041,Number prefix,No,
14,No,14,848,919043,Number prefix,No,
14,No,14,849,919044,Number prefix,No,
14,No,14,850,919045,Number prefix,No,
14,No,14,851,919046,Number prefix,No,
14,No,14,852,919085,Number prefix,No,
14,No,14,853,919086,Number prefix,No,
14,No,14,854,919088,Number prefix,No,
14,No,14,855,919089,Number prefix,No,
14,No,14,856,919090,Number prefix,No,
14,No,14,857,919092,Number prefix,No,
14,No,14,858,919093,Number prefix,No,
14,No,14,859,9191,Number prefix,No,
14,No,14,860,9192,Number prefix,No,
14,No,14,861,9193,Number prefix,No,
14,No,14,862,9194,Number prefix,No,
14,No,14,863,919430,Number prefix,No,
14,No,14,864,9195,Number prefix,No,
14,No,14,865,9196,Number prefix,No,
14,No,14,866,9197,Number prefix,No,
14,No,14,867,919702,Number prefix,No,
14,No,14,868,919708,Number prefix,No,
14,No,14,870,919811,Number prefix,No,
14,No,14,871,919812,Number prefix,No,
14,No,14,872,919813,Number prefix,No,
14,No,14,873,919814,Number prefix,No,
14,No,14,876,919817,Number prefix,No,
14,No,14,877,919818,Number prefix,No,
14,No,14,878,919819,Number prefix,No,
14,No,14,879,919820,Number prefix,No,
14,No,14,880,919821,Number prefix,No,
14,No,14,881,919822,Number prefix,No,
14,No,14,882,919823,Number prefix,No,
14,No,14,883,919824,Number prefix,No,
14,No,14,884,919825,Number prefix,No,
14,No,14,885,919826,Number prefix,No,
14,No,14,886,919827,Number prefix,No,
14,No,14,887,919828,Number prefix,No,
14,No,14,889,919830,Number prefix,No,
14,No,14,891,919832,Number prefix,No,
14,No,14,892,919833,Number prefix,No,
14,No,14,893,919834,Number prefix,No,
14,No,14,894,919835,Number prefix,No,
14,No,14,895,919836,Number prefix,No,
14,No,14,896,919837,Number prefix,No,
14,No,14,897,919838,Number prefix,No,
14,No,14,898,919839,Number prefix,No,
14,No,14,900,919841,Number prefix,No,
14,No,14,901,919842,Number prefix,No,
14,No,14,902,919843,Number prefix,No,
14,No,14,903,919844,Number prefix,No,
14,No,14,905,919846,Number prefix,No,
14,No,14,906,919847,Number prefix,No,
14,No,14,907,919848,Number prefix,No,
14,No,14,909,91985,Number prefix,No,
14,No,14,910,919860,Number prefix,No,
14,No,14,911,919861,Number prefix,No,
14,No,14,913,919863,Number prefix,No,
14,No,14,914,919864,Number prefix,No,
14,No,14,915,919865,Number prefix,No,
14,No,14,916,919866,Number prefix,No,
14,No,14,917,919867,Number prefix,No,
14,No,14,918,919868,Number prefix,No,
14,No,14,919,919869,Number prefix,No,
14,No,14,920,91987,Number prefix,No,
14,No,14,921,91988,Number prefix,No,
14,No,14,922,919882,Number prefix,No,
14,No,14,923,919887,Number prefix,No,
14,No,14,924,919889,Number prefix,No,
14,No,14,926,919891,Number prefix,No,
14,No,14,934,919899,Number prefix,No,
14,No,14,935,919900,Number prefix,No,
14,No,14,936,919901,Number prefix,No,
14,No,14,937,919902,Number prefix,No,
14,No,14,938,919903,Number prefix,No,
14,No,14,939,919904,Number prefix,No,
14,No,14,940,919905,Number prefix,No,
14,No,14,941,919906,Number prefix,No,
14,No,14,942,919907,Number prefix,No,
14,No,14,943,919908,Number prefix,No,
14,No,14,944,919909,Number prefix,No,
14,No,14,945,91991,Number prefix,No,
14,No,14,946,91992,Number prefix,No,
14,No,14,947,919930,Number prefix,No,
14,No,14,948,919931,Number prefix,No,
14,No,14,950,919933,Number prefix,No,
14,No,14,953,919936,Number prefix,No,
14,No,14,955,919938,Number prefix,No,
14,No,14,956,919939,Number prefix,No,
14,No,14,957,91994,Number prefix,No,
14,No,14,959,919960,Number prefix,No,
14,No,14,960,919961,Number prefix,No,
14,No,14,961,919962,Number prefix,No,
14,No,14,962,919963,Number prefix,No,
14,No,14,963,919964,Number prefix,No,
14,No,14,964,919965,Number prefix,No,
14,No,14,965,919966,Number prefix,No,
14,No,14,966,919967,Number prefix,No,
14,No,14,967,919968,Number prefix,No,
14,No,14,968,919969,Number prefix,No,
14,No,14,969,919970,Number prefix,No,
14,No,14,970,919971,Number prefix,No,
14,No,14,971,919972,Number prefix,No,
14,No,14,972,919973,Number prefix,No,
14,No,14,973,919974,Number prefix,No,
14,No,14,974,919975,Number prefix,No,
14,No,14,975,919976,Number prefix,No,
14,No,14,976,919977,Number prefix,No,
14,No,14,977,919978,Number prefix,No,
14,No,14,978,919979,Number prefix,No,
14,No,14,979,91998,Number prefix,No,
14,No,14,980,91999,Number prefix,No,
14,No,14,992,9477,Number prefix,No,
14,No,14,999,96394,Number prefix,No,
14,No,14,1006,96654,Number prefix,No,
14,No,14,1008,96656,Number prefix,No,
14,No,14,1010,96771,Number prefix,No,
14,No,14,1012,96799,Number prefix,No,
14,No,14,1023,97259,Number prefix,No,
14,No,14,1025,97339,Number prefix,No,
14,No,14,1028,977985,Number prefix,No,
14,No,14,1029,98911,Number prefix,No,
14,No,14,1030,98920,Number prefix,No,
14,No,14,1033,993663,Number prefix,No,
14,No,14,1035,99599,Number prefix,No,
14,No,14,1036,99893,Number prefix,No,
14,No,14,1101,447782,Number prefix,No,
14,No,14,1102,85593,Number prefix,No,
14,No,14,1145,29824,Number prefix,No,FaroeseTel_Faroe-Island
14,No,14,1011,96773,Number prefix,No,MTN_Yemen
14,No,14,1148,2694,Number prefix,No,TELCO_S.A._Comoros
14,No,14,38,144159,Number prefix,No,
14,No,14,46,151499,Number prefix,No,
14,No,14,74,180985,Number prefix,No,
14,No,14,76,182996,Number prefix,No,
14,No,14,77,187638,Number prefix,No,
14,No,14,78,187681,Number prefix,No,
21,No,21,196,23324,Number prefix,No,
21,No,21,205,23354,Number prefix,No,
21,No,21,223,234805,Number prefix,No,
21,No,21,260,24105,Number prefix,No,
21,No,21,279,24204,Number prefix,No,
21,No,21,281,24206,Number prefix,No,
21,No,21,302,24381,Number prefix,No,
21,No,21,303,24384,Number prefix,No,
21,No,21,304,24389,Number prefix,No,
21,No,21,376,25562,Number prefix,No,
21,No,21,378,25571,Number prefix,No,
21,No,21,382,25575,Number prefix,No,
21,No,21,384,25577,Number prefix,No,
21,No,21,837,919029,Number prefix,No,
21,No,21,838,919030,Number prefix,No,
21,No,21,846,919040,Number prefix,No,
21,No,21,879,919820,Number prefix,No,
21,No,21,900,919841,Number prefix,No,
22,Yes,22,82,1907831,Number prefix,No,
22,Yes,22,83,191534,Number prefix,No,
22,Yes,22,84,191790,Number prefix,No,
22,Yes,22,85,197037,Number prefix,No,
22,Yes,22,86,1989707,Number prefix,No,
22,Yes,22,88,2010,Number prefix,No,
22,Yes,22,89,2011,Number prefix,No,
22,Yes,22,90,2012,Number prefix,No,
22,Yes,22,92,2016,Number prefix,No,
22,Yes,22,93,21191,Number prefix,No,
22,Yes,22,558,35989,Number prefix,No,
22,Yes,22,253,23769,Number prefix,No,
22,Yes,22,96,21264,Number prefix,No,
22,Yes,22,97,212640,Number prefix,No,
22,Yes,22,98,212661,Number prefix,No,
22,Yes,22,99,2126639,Number prefix,No,
22,Yes,22,100,21350,Number prefix,No,
22,Yes,22,102,21370,Number prefix,No,
22,Yes,22,104,21698,Number prefix,No,
22,Yes,22,1150,790434,Number prefix,No,
22,Yes,22,108,22166,Number prefix,No,
22,Yes,22,109,22168,Number prefix,No,
22,Yes,22,111,22176,Number prefix,No,
22,Yes,22,112,22177,Number prefix,No,
22,Yes,22,118,22501,Number prefix,No,
22,Yes,22,120,22505,Number prefix,No,
22,Yes,22,135,22676,Number prefix,No,
22,Yes,22,138,226788,Number prefix,No,
22,Yes,22,157,22796,Number prefix,No,
22,Yes,22,161,22804,Number prefix,No,
22,Yes,22,163,22899,Number prefix,No,
22,Yes,22,164,22995,Number prefix,No,
22,Yes,22,165,22997,Number prefix,No,
22,Yes,22,166,23025,Number prefix,No,
22,Yes,22,167,23072,Number prefix,No,
22,Yes,22,169,2317,Number prefix,No,
22,Yes,22,170,23188,Number prefix,No,
22,Yes,22,184,23276,Number prefix,No,
22,Yes,22,198,23326,Number prefix,No,
22,Yes,22,220,234802,Number prefix,No,
22,Yes,22,244,2356,Number prefix,No,
22,Yes,22,251,23707,Number prefix,No,
22,Yes,22,252,23767,Number prefix,No,
22,Yes,22,1080,96278,Number prefix,No,
22,Yes,22,263,24107,Number prefix,No,
22,Yes,22,280,24205,Number prefix,No,
22,Yes,22,314,24399,Number prefix,No,
22,Yes,22,316,24492,Number prefix,No,
22,Yes,22,326,24827,Number prefix,No,
22,Yes,22,336,24991,Number prefix,No,
22,Yes,22,337,24992,Number prefix,No,
22,Yes,22,338,24995,Number prefix,No,
22,Yes,22,349,25073,Number prefix,No,
22,Yes,22,358,2519,Number prefix,No,
22,Yes,22,359,25191,Number prefix,No,
22,Yes,22,364,25377,Number prefix,No,
22,Yes,22,365,254760,Number prefix,No,
22,Yes,22,366,254763,Number prefix,No,
22,Yes,22,367,25478,Number prefix,No,
22,Yes,22,385,25578,Number prefix,No,
22,Yes,22,401,25675,Number prefix,No,
22,Yes,22,408,25769,Number prefix,No,
22,Yes,22,409,25775,Number prefix,No,
22,Yes,22,410,25776,Number prefix,No,
22,Yes,22,412,25779,Number prefix,No,
22,Yes,22,414,2584,Number prefix,No,
22,Yes,22,415,25882,Number prefix,No,
22,Yes,22,416,25884,Number prefix,No,
22,Yes,22,417,25886,Number prefix,No,
22,Yes,22,434,26097,Number prefix,No,
22,Yes,22,443,26133,Number prefix,No,
22,Yes,22,458,26285,Number prefix,No,
22,Yes,22,462,26377,Number prefix,No,
22,Yes,22,463,26391,Number prefix,No,
22,Yes,22,464,26481,Number prefix,No,
22,Yes,22,465,26485,Number prefix,No,
22,Yes,22,484,26599,Number prefix,No,
22,Yes,22,485,2665,Number prefix,No,
22,Yes,22,487,26771,Number prefix,No,
22,Yes,22,488,26772,Number prefix,No,
22,Yes,22,490,26876,Number prefix,No,
22,Yes,22,492,27812,Number prefix,No,
22,Yes,22,493,2782,Number prefix,No,
22,Yes,22,494,2783,Number prefix,No,
22,Yes,22,495,2784,Number prefix,No,
22,Yes,22,497,30693,Number prefix,No,
22,Yes,22,498,30694,Number prefix,No,
22,Yes,22,500,3093,Number prefix,No,
22,Yes,22,501,3094,Number prefix,No,
22,Yes,22,503,31624,Number prefix,No,
22,Yes,22,505,31628,Number prefix,No,
22,Yes,22,506,31653,Number prefix,No,
22,Yes,22,507,31654,Number prefix,No,
22,Yes,22,508,32475,Number prefix,No,
22,Yes,22,509,32486,Number prefix,No,
22,Yes,22,510,32495,Number prefix,No,
22,Yes,22,511,33609,Number prefix,No,
22,Yes,22,513,33660,Number prefix,No,
22,Yes,22,514,33662,Number prefix,No,
22,Yes,22,515,33689,Number prefix,No,
22,Yes,22,516,33695,Number prefix,No,
22,Yes,22,517,33751,Number prefix,No,
22,Yes,22,518,346022,Number prefix,No,
22,Yes,22,519,34606,Number prefix,No,
22,Yes,22,521,34607,Number prefix,No,
22,Yes,22,522,34609,Number prefix,No,
22,Yes,22,523,34622,Number prefix,No,
22,Yes,22,524,34630,Number prefix,No,
22,Yes,22,525,34640009,Number prefix,No,
22,Yes,22,526,346404,Number prefix,No,
22,Yes,22,527,34654,Number prefix,No,
22,Yes,22,528,34656,Number prefix,No,
22,Yes,22,529,346681,Number prefix,No,
22,Yes,22,530,34690,Number prefix,No,
22,Yes,22,531,34697,Number prefix,No,
22,Yes,22,532,35191,Number prefix,No,
22,Yes,22,534,35196,Number prefix,No,
22,Yes,22,1078,352621,Number prefix,No,
22,Yes,22,1075,27741,Number prefix,No,
22,Yes,22,537,352091,Number prefix,No,
22,Yes,22,538,35385,Number prefix,No,
22,Yes,22,539,35386,Number prefix,No,
22,Yes,22,540,35387,Number prefix,No,
22,Yes,22,542,354650,Number prefix,No,
22,Yes,22,546,35568,Number prefix,No,
22,Yes,22,547,35569,Number prefix,No,
22,Yes,22,548,35679,Number prefix,No,
22,Yes,22,549,35694,Number prefix,No,
22,Yes,22,912,919862,Number prefix,No,
22,Yes,22,552,35799,Number prefix,No,
22,Yes,22,553,35840,Number prefix,No,
22,Yes,22,554,358451,Number prefix,No,
22,Yes,22,556,35987,Number prefix,No,
22,Yes,22,557,35988,Number prefix,No,
22,Yes,22,536,352061,Number prefix,No,
22,Yes,22,559,35998,Number prefix,No,
22,Yes,22,560,3620,Number prefix,No,
22,Yes,22,562,3670,Number prefix,No,
22,Yes,22,563,370684,Number prefix,No,
22,Yes,22,564,370698,Number prefix,No,
22,Yes,22,565,370699,Number prefix,No,
22,Yes,22,566,37125,Number prefix,No,
22,Yes,22,567,371295,Number prefix,No,
22,Yes,22,568,371298,Number prefix,No,
22,Yes,22,572,37365,Number prefix,No,
22,Yes,22,573,373691,Number prefix,No,
22,Yes,22,574,37493,Number prefix,No,
22,Yes,22,576,375297,Number prefix,No,
22,Yes,22,577,38050,Number prefix,No,
22,Yes,22,578,38067,Number prefix,No,
22,Yes,22,583,38268,Number prefix,No,
22,Yes,22,584,38269,Number prefix,No,
22,Yes,22,588,38670,Number prefix,No,
22,Yes,22,590,38970,Number prefix,No,
22,Yes,22,591,39320,Number prefix,No,
22,Yes,22,592,39339,Number prefix,No,
22,Yes,22,593,39340,Number prefix,No,
22,Yes,22,594,39349,Number prefix,No,
22,Yes,22,595,39371,Number prefix,No,
22,Yes,22,734,62816,Number prefix,No,
22,Yes,22,1151,22503,Number prefix,No,
22,Yes,22,1137,62855,Number prefix,No,
22,Yes,22,1121,67387,Number prefix,No,
22,Yes,22,1123,673869,Number prefix,No,
22,Yes,22,1122,673894,Number prefix,No,
22,Yes,22,1,25473,Number prefix,Yes,
22,Yes,22,3,120623,Number prefix,No,
22,Yes,22,4,120631,Number prefix,No,
22,Yes,22,5,12085978,Number prefix,No,
22,Yes,22,6,12085979,Number prefix,No,
22,Yes,22,7,120990,Number prefix,No,
22,Yes,22,8,123120,Number prefix,No,
22,Yes,22,9,1240449,Number prefix,No,
22,Yes,22,10,1242,Number prefix,No,
22,Yes,22,12,126053,Number prefix,No,
22,Yes,22,13,126057,Number prefix,No,
22,Yes,22,14,128196,Number prefix,No,
22,Yes,22,15,13033197,Number prefix,No,
22,Yes,22,16,130333,Number prefix,No,
22,Yes,22,17,1304777,Number prefix,No,
22,Yes,22,18,130652,Number prefix,No,
22,Yes,22,19,130770,Number prefix,No,
22,Yes,22,20,131231,Number prefix,No,
22,Yes,22,21,13188545,Number prefix,No,
22,Yes,22,22,13188547,Number prefix,No,
22,Yes,22,23,1320334,Number prefix,No,
22,Yes,22,24,133053,Number prefix,No,
22,Yes,22,25,1330531,Number prefix,No,
22,Yes,22,26,133433,Number prefix,No,
22,Yes,22,27,1360339,Number prefix,No,
22,Yes,22,28,1403408,Number prefix,No,
22,Yes,22,29,140445,Number prefix,No,
22,Yes,22,30,1404455,Number prefix,No,
22,Yes,22,31,1404472,Number prefix,No,
22,Yes,22,32,1404725,Number prefix,No,
22,Yes,22,33,140541,Number prefix,No,
22,Yes,22,34,140547,Number prefix,No,
22,Yes,22,35,1438276,Number prefix,No,
22,Yes,22,36,1441336,Number prefix,No,
22,Yes,22,1124,67374,Number prefix,No,
22,Yes,22,1125,67384,Number prefix,No,
22,Yes,22,597,39391,Number prefix,No,
22,Yes,22,599,40722,Number prefix,No,
22,Yes,22,600,40744,Number prefix,No,
22,Yes,22,601,4092,Number prefix,No,
22,Yes,22,602,4094,Number prefix,No,
22,Yes,22,603,4176,Number prefix,No,
22,Yes,22,604,4177,Number prefix,No,
22,Yes,22,605,4178,Number prefix,No,
22,Yes,22,606,4179,Number prefix,No,
22,Yes,22,607,420602,Number prefix,No,
22,Yes,22,608,420603,Number prefix,No,
22,Yes,22,609,420608,Number prefix,No,
22,Yes,22,610,421903,Number prefix,No,
22,Yes,22,612,42378,Number prefix,No,
22,Yes,22,613,42379,Number prefix,No,
22,Yes,22,614,43650,Number prefix,No,
22,Yes,22,615,43660,Number prefix,No,
22,Yes,22,616,43664,Number prefix,No,
22,Yes,22,617,43676,Number prefix,No,
22,Yes,22,619,440,Number prefix,No,
22,Yes,22,620,441,Number prefix,No,
22,Yes,22,621,442,Number prefix,No,
22,Yes,22,622,443,Number prefix,No,
22,Yes,22,623,44385,Number prefix,No,
22,Yes,22,624,444,Number prefix,No,
22,Yes,22,625,445,Number prefix,No,
22,Yes,22,626,446,Number prefix,No,
22,Yes,22,627,4470,Number prefix,No,
22,Yes,22,628,4471,Number prefix,No,
22,Yes,22,629,4472,Number prefix,No,
22,Yes,22,630,4473,Number prefix,No,
22,Yes,22,631,4474,Number prefix,No,
22,Yes,22,632,447488,Number prefix,No,
22,Yes,22,633,4475,Number prefix,No,
22,Yes,22,634,4475896,Number prefix,No,
22,Yes,22,635,447624,Number prefix,No,
22,Yes,22,636,447781,Number prefix,No,
22,Yes,22,637,447785,Number prefix,No,
22,Yes,22,638,447797,Number prefix,No,
22,Yes,22,639,447802,Number prefix,No,
22,Yes,22,640,4478228,Number prefix,No,
22,Yes,22,641,4478297,Number prefix,No,
22,Yes,22,642,447870,Number prefix,No,
22,Yes,22,643,4478921,Number prefix,No,
22,Yes,22,644,447953,Number prefix,No,
22,Yes,22,645,447958,Number prefix,No,
22,Yes,22,646,447973,Number prefix,No,
22,Yes,22,647,448,Number prefix,No,
22,Yes,22,648,449,Number prefix,No,
22,Yes,22,649,44973,Number prefix,No,
22,Yes,22,651,4528,Number prefix,No,
22,Yes,22,652,45311,Number prefix,No,
22,Yes,22,653,45313,Number prefix,No,
22,Yes,22,654,45401,Number prefix,No,
22,Yes,22,655,45405,Number prefix,No,
22,Yes,22,656,46705,Number prefix,No,
22,Yes,22,657,46707,Number prefix,No,
22,Yes,22,658,46708,Number prefix,No,
22,Yes,22,660,467350,Number prefix,No,
22,Yes,22,661,467354,Number prefix,No,
22,Yes,22,662,4673547,Number prefix,No,
22,Yes,22,663,4673548,Number prefix,No,
22,Yes,22,665,46765,Number prefix,No,
22,Yes,22,666,474791,Number prefix,No,
22,Yes,22,667,47900,Number prefix,No,
22,Yes,22,668,47920,Number prefix,No,
22,Yes,22,669,48501,Number prefix,No,
22,Yes,22,671,48602,Number prefix,No,
22,Yes,22,672,4869900,Number prefix,No,
22,Yes,22,673,48790,Number prefix,No,
22,Yes,22,674,49151,Number prefix,No,
22,Yes,22,675,49157,Number prefix,No,
22,Yes,22,677,49160,Number prefix,No,
22,Yes,22,678,49170,Number prefix,No,
22,Yes,22,679,49171,Number prefix,No,
22,Yes,22,680,49172,Number prefix,No,
22,Yes,22,681,49175,Number prefix,No,
22,Yes,22,682,49176,Number prefix,No,
22,Yes,22,683,49177,Number prefix,No,
22,Yes,22,685,502530,Number prefix,No,
22,Yes,22,688,50769,Number prefix,No,
22,Yes,22,689,50933,Number prefix,No,
22,Yes,22,1127,420733,Number prefix,No,
22,Yes,22,1129,7495,Number prefix,No,
22,Yes,22,693,52501,Number prefix,No,
22,Yes,22,694,52551,Number prefix,No,
22,Yes,22,695,52941,Number prefix,No,
22,Yes,22,696,52942,Number prefix,No,
22,Yes,22,697,54115174,Number prefix,No,
22,Yes,22,698,5434,Number prefix,No,
22,Yes,22,699,55002,Number prefix,No,
22,Yes,22,700,55003,Number prefix,No,
22,Yes,22,701,55004,Number prefix,No,
22,Yes,22,702,55005,Number prefix,No,
22,Yes,22,703,55006,Number prefix,No,
